Title,Year,Rated,Released,Runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Domestic Open Gross,Num Theaters,Meta Score Cat,month,CPI @ release,CPI April 2023,New Domestic Open Gross,
The Kings Speech,2010,R,25-Dec-10,118 min,8.0/10,94%,88/100,88,8,"690,140",tt1504320,"$138,797,449 ",355450,4,,12,219.179,303.363,491974.0411,#N/A
Dead Poets Society,1989,PG,9-Jun-89,128 min,8.1/10,?,79/100,79,8.1,"507,507",tt0097165,"$95,860,116 ",340456,8,,6,124.1,303.363,832246.2009,#N/A
The Bucket List,2007,PG-13,11-Jan-08,97 min,7.4/10,41%,42/100,42,7.4,"250,936",tt0825232,"$93,466,502 ",335837,16,,1,202.416,303.363,503322.4638,#N/A
Atlantis: The Lost Empire,2001,PG,15-Jun-01,95 min,6.9/10,49%,52/100,52,6.9,"125,642",tt0230011,"$84,056,472 ",329011,2,,6,178,303.363,560729.0112,#N/A
Green Book,2018,PG-13,16-Nov-18,130 min,8.2/10,77%,69/100,69,8.2,"515,832",tt6966692,"$85,080,171 ",320429,25,,11,252.038,303.363,385681.1383,#N/A
The Godfather,1972,R,24-Mar-72,175 min,9.2/10,97%,100/100,100,9.2,"1,901,273",tt0068646,"$136,381,073 ",302393,6,,3,41.4,303.363,2215817.576,#N/A
Toy Story 2,1999,G,24-Nov-99,92 min,7.9/10,100%,88/100,88,7.9,"593,800",tt0120363,"$245,852,179 ",300163,1,,11,168.3,303.363,541047.8204,#N/A
The Fighter,2010,R,17-Dec-10,116 min,7.8/10,91%,79/100,79,7.8,"375,433",tt0964517,"$93,617,009 ",300010,4,,12,219.179,303.363,415240.2084,#N/A
Brother Bear,2003,G,1-Nov-03,85 min,6.8/10,37%,48/100,48,6.8,"115,748",tt0328880,"$85,336,277 ",291940,2,,11,184.5,303.363,480020.5649,#N/A
A Bugs Life,1998,G,25-Nov-98,95 min,7.2/10,92%,77/100,77,7.2,"300,676",tt0120623,"$162,798,565 ",291121,1,,11,164,303.363,538508.1703,#N/A
National Lampoons Animal House,1978,R,28-Jul-78,109 min,7.4/10,91%,79/100,79,7.4,"124,415",tt0077975,"$141,600,000 ",276538,12,,7,65.7,303.363,1276885.804,tt0077975
Good Will Hunting,1997,R,9-Jan-98,126 min,8.3/10,97%,70/100,70,8.3,"998,961",tt0119217,"$138,433,435 ",272912,7,,1,159.1,303.363,520373.3693,tt0119217
Gran Torino,2008,R,9-Jan-09,116 min,8.1/10,81%,72/100,72,8.1,"787,848",tt1205489,"$148,095,302 ",271720,6,,1,211.08,303.363,390514.4702,tt1205489
The Poseidon Adventure,1972,PG,13-Dec-72,117 min,7.1/10,82%,70/100,70,7.1,"46,937",tt0069113,"$84,563,118 ",264850,25,,12,42.5,303.363,1890486.836,tt0069113
Hercules,1997,G,27-Jun-97,93 min,7.3/10,82%,74/100,74,7.3,"239,876",tt0119282,"$99,112,101 ",249567,1,,6,160.3,303.363,472298.1523,tt0119282
Frozen,2013,PG,27-Nov-13,102 min,7.4/10,90%,75/100,75,7.4,"637,653",tt2294629,"$400,953,009 ",243390,1,,11,233.069,303.363,316796.8309,tt2294629
Platoon,1986,R,6-Feb-87,120 min,8.1/10,89%,92/100,92,8.1,"422,311",tt0091763,"$138,530,565 ",241080,6,,2,109.3,303.363,669119.4148,tt0091763
Shakespeare in Love,1998,R,8-Jan-99,123 min,7.1/10,92%,87/100,87,7.1,"228,999",tt0138097,"$100,317,794 ",224012,8,,1,161.6,303.363,420525.6953,tt0138097
Aladdin,1992,G,25-Nov-92,90 min,8.0/10,95%,86/100,86,8,"434,511",tt0103639,"$217,350,219 ",196664,2,,11,142,303.363,420144.9368,tt0103639
Good Morning^ Vietnam,1987,R,15-Jan-88,121 min,7.3/10,89%,67/100,67,7.3,"146,073",tt0093105,"$123,922,370 ",194308,4,,1,111.2,303.363,530088.6493,tt0093105
Traffic,2000,R,5-Jan-01,147 min,7.6/10,92%,86/100,86,7.6,"211,813",tt0181865,"$124,115,725 ",184725,4,,1,168.8,303.363,331982.9987,tt0181865
Million Dollar Baby,2004,PG-13,28-Jan-05,132 min,8.1/10,90%,86/100,86,8.1,"697,884",tt0405159,"$100,492,203 ",179953,8,,1,185.2,303.363,294768.261,tt0405159
Black Hawk Down,2001,R,18-Jan-02,144 min,7.7/10,77%,74/100,74,7.7,"405,664",tt0265086,"$108,638,745 ",179823,4,,1,175.1,303.363,311545.6582,tt0265086
Beauty and the Beast,1991,G,22-Nov-91,84 min,8.0/10,93%,95/100,95,8,"463,131",tt0101414,"$218,967,620 ",162146,2,,11,137.8,303.363,356960.0653,tt0101414
Moonstruck,1987,PG,15-Jan-88,102 min,7.1/10,93%,83/100,83,7.1,"62,680",tt0093565,"$80,640,528 ",127599,7,,1,111.2,303.363,348100.8582,tt0093565
Apocalypse Now,1979,R,15-Aug-79,147 min,8.5/10,98%,94/100,94,8.5,"680,306",tt0078788,"$96,042,913 ",118558,3,,8,73.8,303.363,487345.6715,tt0078788
Fried Green Tomatoes,1991,PG-13,24-Jan-92,130 min,7.7/10,75%,64/100,64,7.7,"77,614",tt0101921,"$82,418,501 ",105317,5,,1,134.6,303.363,237364.6439,tt0101921
